state	tree1	tree2	MatchingSplit
2627	31	54	7.0
2628	31	55	7.0
2629	31	56	0.0
2630	31	57	0.0
2631	31	58	0.0
2632	31	59	0.0
2633	31	60	0.0
2634	31	61	0.0
2635	31	62	0.0
2636	31	63	6.0
2637	31	64	0.0
2638	31	65	3.0
2639	31	66	0.0
2640	31	67	0.0
2641	31	68	0.0
2642	31	69	0.0
2643	31	70	0.0
2644	31	71	3.0
2645	31	72	0.0
2646	31	73	3.0
2647	31	74	3.0
2648	31	75	0.0
2649	31	76	0.0
2650	31	77	0.0
2651	31	78	0.0
2652	31	79	0.0
2653	31	80	6.0
2654	31	81	0.0
2655	31	82	3.0
2656	31	83	3.0
2657	31	84	0.0
2658	31	85	0.0
2659	31	86	0.0
2660	31	87	0.0
2661	31	88	3.0
2662	31	89	0.0
2663	31	90	0.0
2664	31	91	0.0
2665	31	92	0.0
2666	31	93	0.0
2667	31	94	0.0
2668	31	95	0.0
2669	31	96	0.0
2670	31	97	3.0
2671	31	98	6.0
2672	31	99	6.0
2673	32	33	0.0
2674	32	34	0.0
2675	32	35	6.0
2676	32	36	6.0
2677	32	37	0.0
2678	32	38	8.0
2679	32	39	3.0
2680	32	40	9.0
2681	32	41	3.0
2682	32	42	3.0
2683	32	43	3.0
2684	32	44	6.0
2685	32	45	6.0
2686	32	46	6.0
2687	32	47	0.0
2688	32	48	0.0
2689	32	49	6.0
2690	32	50	0.0
2691	32	51	0.0
2692	32	52	3.0
2693	32	53	0.0
2694	32	54	7.0
2695	32	55	7.0
2696	32	56	0.0
2697	32	57	0.0
2698	32	58	0.0
2699	32	59	0.0
2700	32	60	0.0
2701	32	61	0.0
2702	32	62	0.0
2703	32	63	6.0
2704	32	64	0.0
2705	32	65	3.0
2706	32	66	0.0
2707	32	67	0.0
2708	32	68	0.0
2709	32	69	0.0
2710	32	70	0.0
2711	32	71	3.0
2712	32	72	0.0
2713	32	73	3.0
2714	32	74	3.0
2715	32	75	0.0
2716	32	76	0.0
2717	32	77	0.0
2718	32	78	0.0
2719	32	79	0.0
2720	32	80	6.0
2721	32	81	0.0
2722	32	82	3.0
2723	32	83	3.0
2724	32	84	0.0
2725	32	85	0.0
2726	32	86	0.0
2727	32	87	0.0
2728	32	88	3.0
2729	32	89	0.0
2730	32	90	0.0
2731	32	91	0.0
2732	32	92	0.0
2733	32	93	0.0
2734	32	94	0.0
2735	32	95	0.0
2736	32	96	0.0
2737	32	97	3.0
2738	32	98	6.0
2739	32	99	6.0
2740	33	34	0.0
2741	33	35	6.0
2742	33	36	6.0
2743	33	37	0.0
2744	33	38	8.0
2745	33	39	3.0
2746	33	40	9.0
2747	33	41	3.0
2748	33	42	3.0
2749	33	43	3.0
2750	33	44	6.0
2751	33	45	6.0
2752	33	46	6.0
2753	33	47	0.0
2754	33	48	0.0
2755	33	49	6.0
2756	33	50	0.0
2757	33	51	0.0
2758	33	52	3.0
2759	33	53	0.0
2760	33	54	7.0
2761	33	55	7.0
2762	33	56	0.0
2763	33	57	0.0
2764	33	58	0.0
2765	33	59	0.0
2766	33	60	0.0
2767	33	61	0.0
2768	33	62	0.0
2769	33	63	6.0
2770	33	64	0.0
2771	33	65	3.0
2772	33	66	0.0
2773	33	67	0.0
2774	33	68	0.0
2775	33	69	0.0
2776	33	70	0.0
2777	33	71	3.0
2778	33	72	0.0
2779	33	73	3.0
2780	33	74	3.0
2781	33	75	0.0
2782	33	76	0.0
2783	33	77	0.0
2784	33	78	0.0
2785	33	79	0.0
2786	33	80	6.0
2787	33	81	0.0
2788	33	82	3.0
2789	33	83	3.0
2790	33	84	0.0
2791	33	85	0.0
2792	33	86	0.0
2793	33	87	0.0
2794	33	88	3.0
2795	33	89	0.0
2796	33	90	0.0
2797	33	91	0.0
2798	33	92	0.0
2799	33	93	0.0
2800	33	94	0.0
2801	33	95	0.0
2802	33	96	0.0
2803	33	97	3.0
2804	33	98	6.0
2805	33	99	6.0
2806	34	35	6.0
2807	34	36	6.0
2808	34	37	0.0
2809	34	38	8.0
2810	34	39	3.0
2811	34	40	9.0
2812	34	41	3.0
2813	34	42	3.0
2814	34	43	3.0
2815	34	44	6.0
2816	34	45	6.0
2817	34	46	6.0
2818	34	47	0.0
2819	34	48	0.0
2820	34	49	6.0
2821	34	50	0.0
2822	34	51	0.0
2823	34	52	3.0
2824	34	53	0.0
2825	34	54	7.0
2826	34	55	7.0
2827	34	56	0.0
2828	34	57	0.0
2829	34	58	0.0
2830	34	59	0.0
2831	34	60	0.0
2832	34	61	0.0
2833	34	62	0.0
2834	34	63	6.0
2835	34	64	0.0
2836	34	65	3.0
2837	34	66	0.0
2838	34	67	0.0
2839	34	68	0.0
2840	34	69	0.0
2841	34	70	0.0
2842	34	71	3.0
2843	34	72	0.0
2844	34	73	3.0
2845	34	74	3.0
2846	34	75	0.0
2847	34	76	0.0
2848	34	77	0.0
2849	34	78	0.0
2850	34	79	0.0
2851	34	80	6.0
2852	34	81	0.0
2853	34	82	3.0
2854	34	83	3.0
2855	34	84	0.0
2856	34	85	0.0
2857	34	86	0.0
2858	34	87	0.0
2859	34	88	3.0
2860	34	89	0.0
2861	34	90	0.0
2862	34	91	0.0
2863	34	92	0.0
2864	34	93	0.0
2865	34	94	0.0
2866	34	95	0.0
2867	34	96	0.0
2868	34	97	3.0
2869	34	98	6.0
2870	34	99	6.0
2871	35	36	0.0
2872	35	37	6.0
2873	35	38	8.0
2874	35	39	3.0
2875	35	40	10.0
2876	35	41	3.0
2877	35	42	3.0
2878	35	43	3.0
2879	35	44	9.0
2880	35	45	9.0
2881	35	46	9.0
2882	35	47	6.0
2883	35	48	6.0
2884	35	49	9.0
2885	35	50	6.0
2886	35	51	6.0
2887	35	52	3.0
2888	35	53	6.0
2889	35	54	8.0
2890	35	55	8.0
2891	35	56	6.0
2892	35	57	6.0
2893	35	58	6.0
2894	35	59	6.0
2895	35	60	6.0
2896	35	61	6.0
2897	35	62	6.0
2898	35	63	9.0
2899	35	64	6.0
2900	35	65	3.0
2901	35	66	6.0
2902	35	67	6.0
2903	35	68	6.0
2904	35	69	6.0
2905	35	70	6.0
2906	35	71	3.0
2907	35	72	6.0
2908	35	73	3.0
2909	35	74	3.0
2910	35	75	6.0
2911	35	76	6.0
2912	35	77	6.0
2913	35	78	6.0
2914	35	79	6.0
2915	35	80	9.0
2916	35	81	6.0
2917	35	82	3.0
2918	35	83	3.0
2919	35	84	6.0
2920	35	85	6.0
2921	35	86	6.0
2922	35	87	6.0
2923	35	88	3.0
2924	35	89	6.0
2925	35	90	6.0
2926	35	91	6.0
2927	35	92	6.0
2928	35	93	6.0
2929	35	94	6.0
2930	35	95	6.0
2931	35	96	6.0
2932	35	97	3.0
2933	35	98	0.0
2934	35	99	0.0
2935	36	37	6.0
2936	36	38	8.0
2937	36	39	3.0
2938	36	40	10.0
2939	36	41	3.0
2940	36	42	3.0
2941	36	43	3.0
2942	36	44	9.0
2943	36	45	9.0
2944	36	46	9.0
2945	36	47	6.0
2946	36	48	6.0
2947	36	49	9.0
2948	36	50	6.0
2949	36	51	6.0
2950	36	52	3.0
2951	36	53	6.0
2952	36	54	8.0
2953	36	55	8.0
2954	36	56	6.0
2955	36	57	6.0
2956	36	58	6.0
2957	36	59	6.0
2958	36	60	6.0
2959	36	61	6.0
2960	36	62	6.0
2961	36	63	9.0
2962	36	64	6.0
2963	36	65	3.0
2964	36	66	6.0
2965	36	67	6.0
2966	36	68	6.0
2967	36	69	6.0
2968	36	70	6.0
2969	36	71	3.0
2970	36	72	6.0
2971	36	73	3.0
2972	36	74	3.0
2973	36	75	6.0
2974	36	76	6.0
2975	36	77	6.0
2976	36	78	6.0
2977	36	79	6.0
2978	36	80	9.0
2979	36	81	6.0
2980	36	82	3.0
2981	36	83	3.0
2982	36	84	6.0
2983	36	85	6.0
2984	36	86	6.0
2985	36	87	6.0
2986	36	88	3.0
2987	36	89	6.0
2988	36	90	6.0
2989	36	91	6.0
2990	36	92	6.0
2991	36	93	6.0
2992	36	94	6.0
2993	36	95	6.0
2994	36	96	6.0
2995	36	97	3.0
2996	36	98	0.0
2997	36	99	0.0
2998	37	38	8.0
2999	37	39	3.0
3000	37	40	9.0
3001	37	41	3.0
3002	37	42	3.0
3003	37	43	3.0
3004	37	44	6.0
3005	37	45	6.0
3006	37	46	6.0
3007	37	47	0.0
3008	37	48	0.0
3009	37	49	6.0
3010	37	50	0.0
3011	37	51	0.0
3012	37	52	3.0
3013	37	53	0.0
3014	37	54	7.0
3015	37	55	7.0
3016	37	56	0.0
3017	37	57	0.0
3018	37	58	0.0
3019	37	59	0.0
3020	37	60	0.0
3021	37	61	0.0
3022	37	62	0.0
3023	37	63	6.0
3024	37	64	0.0
3025	37	65	3.0
3026	37	66	0.0
3027	37	67	0.0
3028	37	68	0.0
3029	37	69	0.0
3030	37	70	0.0
3031	37	71	3.0
3032	37	72	0.0
3033	37	73	3.0
3034	37	74	3.0
3035	37	75	0.0
3036	37	76	0.0
3037	37	77	0.0
3038	37	78	0.0
3039	37	79	0.0
3040	37	80	6.0
3041	37	81	0.0
3042	37	82	3.0
3043	37	83	3.0
3044	37	84	0.0
3045	37	85	0.0
3046	37	86	0.0
3047	37	87	0.0
3048	37	88	3.0
3049	37	89	0.0
3050	37	90	0.0
3051	37	91	0.0
3052	37	92	0.0
3053	37	93	0.0
3054	37	94	0.0
3055	37	95	0.0
3056	37	96	0.0
3057	37	97	3.0
3058	37	98	6.0
3059	37	99	6.0
3060	38	39	7.0
3061	38	40	8.0
3062	38	41	7.0
3063	38	42	7.0
3064	38	43	7.0
3065	38	44	4.0
3066	38	45	4.0
3067	38	46	4.0
3068	38	47	8.0
3069	38	48	8.0
3070	38	49	4.0
3071	38	50	8.0
3072	38	51	8.0
3073	38	52	7.0
3074	38	53	8.0
3075	38	54	6.0
3076	38	55	6.0
3077	38	56	8.0
3078	38	57	8.0
3079	38	58	8.0
3080	38	59	8.0
3081	38	60	8.0
3082	38	61	8.0
3083	38	62	8.0
3084	38	63	4.0
3085	38	64	8.0
3086	38	65	7.0
3087	38	66	8.0
3088	38	67	8.0
3089	38	68	8.0
3090	38	69	8.0
3091	38	70	8.0
3092	38	71	7.0
3093	38	72	8.0
3094	38	73	7.0
3095	38	74	7.0
3096	38	75	8.0
3097	38	76	8.0
3098	38	77	8.0
3099	38	78	8.0
3100	38	79	8.0
3101	38	80	4.0
3102	38	81	8.0
3103	38	82	7.0
3104	38	83	7.0
3105	38	84	8.0
3106	38	85	8.0
3107	38	86	8.0
3108	38	87	8.0
3109	38	88	7.0
3110	38	89	8.0
3111	38	90	8.0
3112	38	91	8.0
3113	38	92	8.0
3114	38	93	8.0
3115	38	94	8.0
3116	38	95	8.0
3117	38	96	8.0
3118	38	97	7.0
3119	38	98	8.0
3120	38	99	8.0
3121	39	40	9.0
3122	39	41	0.0
3123	39	42	0.0
3124	39	43	0.0
3125	39	44	7.0
3126	39	45	7.0
3127	39	46	7.0
3128	39	47	3.0
3129	39	48	3.0
3130	39	49	7.0
3131	39	50	3.0
3132	39	51	3.0
3133	39	52	0.0
3134	39	53	3.0
3135	39	54	7.0
3136	39	55	7.0
3137	39	56	3.0
3138	39	57	3.0
3139	39	58	3.0
3140	39	59	3.0
3141	39	60	3.0
3142	39	61	3.0
3143	39	62	3.0
3144	39	63	7.0
3145	39	64	3.0
3146	39	65	0.0
3147	39	66	3.0
3148	39	67	3.0
3149	39	68	3.0
3150	39	69	3.0
3151	39	70	3.0
3152	39	71	0.0
3153	39	72	3.0
3154	39	73	0.0
3155	39	74	0.0
3156	39	75	3.0
3157	39	76	3.0
3158	39	77	3.0
3159	39	78	3.0
3160	39	79	3.0
3161	39	80	7.0
3162	39	81	3.0
3163	39	82	0.0
3164	39	83	0.0
3165	39	84	3.0
3166	39	85	3.0
3167	39	86	3.0
3168	39	87	3.0
3169	39	88	0.0
3170	39	89	3.0
3171	39	90	3.0
3172	39	91	3.0
3173	39	92	3.0
3174	39	93	3.0
3175	39	94	3.0
3176	39	95	3.0
3177	39	96	3.0
3178	39	97	0.0
3179	39	98	3.0
3180	39	99	3.0
3181	40	41	9.0
3182	40	42	9.0
3183	40	43	9.0
3184	40	44	6.0
3185	40	45	6.0
3186	40	46	6.0
3187	40	47	9.0
3188	40	48	9.0
3189	40	49	6.0
3190	40	50	9.0
3191	40	51	9.0
3192	40	52	9.0
3193	40	53	9.0
3194	40	54	2.0
3195	40	55	2.0
3196	40	56	9.0
3197	40	57	9.0
3198	40	58	9.0
3199	40	59	9.0
3200	40	60	9.0
3201	40	61	9.0
3202	40	62	9.0
3203	40	63	6.0
3204	40	64	9.0
3205	40	65	9.0
3206	40	66	9.0
3207	40	67	9.0
3208	40	68	9.0
3209	40	69	9.0
3210	40	70	9.0
3211	40	71	9.0
3212	40	72	9.0
3213	40	73	9.0
3214	40	74	9.0
3215	40	75	9.0
3216	40	76	9.0
3217	40	77	9.0
3218	40	78	9.0
3219	40	79	9.0
3220	40	80	6.0
3221	40	81	9.0
3222	40	82	9.0
3223	40	83	9.0
3224	40	84	9.0
3225	40	85	9.0
3226	40	86	9.0
3227	40	87	9.0
3228	40	88	9.0
3229	40	89	9.0
3230	40	90	9.0
3231	40	91	9.0
3232	40	92	9.0
3233	40	93	9.0
3234	40	94	9.0
3235	40	95	9.0
3236	40	96	9.0
3237	40	97	9.0
3238	40	98	10.0
3239	40	99	10.0
3240	41	42	0.0
3241	41	43	0.0
3242	41	44	7.0
3243	41	45	7.0
3244	41	46	7.0
3245	41	47	3.0
3246	41	48	3.0
3247	41	49	7.0
3248	41	50	3.0
3249	41	51	3.0
3250	41	52	0.0
3251	41	53	3.0
3252	41	54	7.0
3253	41	55	7.0
3254	41	56	3.0
3255	41	57	3.0
3256	41	58	3.0
3257	41	59	3.0
3258	41	60	3.0
3259	41	61	3.0
3260	41	62	3.0
3261	41	63	7.0
3262	41	64	3.0
3263	41	65	0.0
3264	41	66	3.0
3265	41	67	3.0
3266	41	68	3.0
3267	41	69	3.0
3268	41	70	3.0
3269	41	71	0.0
3270	41	72	3.0
3271	41	73	0.0
3272	41	74	0.0
3273	41	75	3.0
3274	41	76	3.0
3275	41	77	3.0
3276	41	78	3.0
3277	41	79	3.0
3278	41	80	7.0
3279	41	81	3.0
3280	41	82	0.0
3281	41	83	0.0
3282	41	84	3.0
3283	41	85	3.0
3284	41	86	3.0
3285	41	87	3.0
3286	41	88	0.0
3287	41	89	3.0
3288	41	90	3.0
3289	41	91	3.0
3290	41	92	3.0
3291	41	93	3.0
3292	41	94	3.0
3293	41	95	3.0
3294	41	96	3.0
3295	41	97	0.0
3296	41	98	3.0
3297	41	99	3.0
3298	42	43	0.0
3299	42	44	7.0
3300	42	45	7.0
3301	42	46	7.0
3302	42	47	3.0
3303	42	48	3.0
3304	42	49	7.0
3305	42	50	3.0
3306	42	51	3.0
3307	42	52	0.0
3308	42	53	3.0
3309	42	54	7.0
3310	42	55	7.0
3311	42	56	3.0
3312	42	57	3.0
3313	42	58	3.0
3314	42	59	3.0
3315	42	60	3.0
3316	42	61	3.0
3317	42	62	3.0
3318	42	63	7.0
3319	42	64	3.0
3320	42	65	0.0
3321	42	66	3.0
3322	42	67	3.0
3323	42	68	3.0
3324	42	69	3.0
3325	42	70	3.0
3326	42	71	0.0
3327	42	72	3.0
3328	42	73	0.0
3329	42	74	0.0
3330	42	75	3.0
3331	42	76	3.0
3332	42	77	3.0
3333	42	78	3.0
3334	42	79	3.0
3335	42	80	7.0
3336	42	81	3.0
3337	42	82	0.0
3338	42	83	0.0
3339	42	84	3.0
3340	42	85	3.0
3341	42	86	3.0
3342	42	87	3.0
3343	42	88	0.0
3344	42	89	3.0
3345	42	90	3.0
3346	42	91	3.0
3347	42	92	3.0
3348	42	93	3.0
3349	42	94	3.0
3350	42	95	3.0
3351	42	96	3.0
3352	42	97	0.0
3353	42	98	3.0
3354	42	99	3.0
3355	43	44	7.0
3356	43	45	7.0
3357	43	46	7.0
3358	43	47	3.0
3359	43	48	3.0
3360	43	49	7.0
3361	43	50	3.0
3362	43	51	3.0
3363	43	52	0.0
3364	43	53	3.0
3365	43	54	7.0
3366	43	55	7.0
3367	43	56	3.0
3368	43	57	3.0
3369	43	58	3.0
3370	43	59	3.0
3371	43	60	3.0
3372	43	61	3.0
3373	43	62	3.0
3374	43	63	7.0
3375	43	64	3.0
3376	43	65	0.0
3377	43	66	3.0
3378	43	67	3.0
3379	43	68	3.0
3380	43	69	3.0
3381	43	70	3.0
3382	43	71	0.0
3383	43	72	3.0
3384	43	73	0.0
3385	43	74	0.0
3386	43	75	3.0
3387	43	76	3.0
3388	43	77	3.0
3389	43	78	3.0
3390	43	79	3.0
3391	43	80	7.0
3392	43	81	3.0
3393	43	82	0.0
3394	43	83	0.0
3395	43	84	3.0
3396	43	85	3.0
3397	43	86	3.0
3398	43	87	3.0
3399	43	88	0.0
3400	43	89	3.0
3401	43	90	3.0
3402	43	91	3.0
3403	43	92	3.0
3404	43	93	3.0
3405	43	94	3.0
3406	43	95	3.0
3407	43	96	3.0
3408	43	97	0.0
3409	43	98	3.0
3410	43	99	3.0
3411	44	45	0.0
3412	44	46	0.0
3413	44	47	6.0
3414	44	48	6.0
3415	44	49	0.0
3416	44	50	6.0
3417	44	51	6.0
3418	44	52	7.0
3419	44	53	6.0
3420	44	54	4.0
3421	44	55	4.0
3422	44	56	6.0
3423	44	57	6.0
3424	44	58	6.0
3425	44	59	6.0
3426	44	60	6.0
3427	44	61	6.0
3428	44	62	6.0
3429	44	63	0.0
3430	44	64	6.0
3431	44	65	7.0
3432	44	66	6.0
3433	44	67	6.0
3434	44	68	6.0
3435	44	69	6.0
3436	44	70	6.0
3437	44	71	7.0
3438	44	72	6.0
3439	44	73	7.0
3440	44	74	7.0
3441	44	75	6.0
3442	44	76	6.0
3443	44	77	6.0
3444	44	78	6.0
3445	44	79	6.0
3446	44	80	0.0
3447	44	81	6.0
3448	44	82	7.0
3449	44	83	7.0
3450	44	84	6.0
3451	44	85	6.0
3452	44	86	6.0
3453	44	87	6.0
3454	44	88	7.0
3455	44	89	6.0
3456	44	90	6.0
3457	44	91	6.0
3458	44	92	6.0
3459	44	93	6.0
3460	44	94	6.0
3461	44	95	6.0
3462	44	96	6.0
3463	44	97	7.0
3464	44	98	9.0
3465	44	99	9.0
3466	45	46	0.0
3467	45	47	6.0
3468	45	48	6.0
3469	45	49	0.0
3470	45	50	6.0
3471	45	51	6.0
3472	45	52	7.0
3473	45	53	6.0
3474	45	54	4.0
3475	45	55	4.0
3476	45	56	6.0
3477	45	57	6.0
3478	45	58	6.0
3479	45	59	6.0
3480	45	60	6.0
3481	45	61	6.0
3482	45	62	6.0
3483	45	63	0.0
3484	45	64	6.0
3485	45	65	7.0
3486	45	66	6.0
3487	45	67	6.0
3488	45	68	6.0
3489	45	69	6.0
3490	45	70	6.0
3491	45	71	7.0
3492	45	72	6.0
3493	45	73	7.0
3494	45	74	7.0
3495	45	75	6.0
3496	45	76	6.0
3497	45	77	6.0
3498	45	78	6.0
3499	45	79	6.0
3500	45	80	0.0
3501	45	81	6.0
3502	45	82	7.0
3503	45	83	7.0
3504	45	84	6.0
3505	45	85	6.0
3506	45	86	6.0
3507	45	87	6.0
3508	45	88	7.0
3509	45	89	6.0
3510	45	90	6.0
3511	45	91	6.0
3512	45	92	6.0
3513	45	93	6.0
3514	45	94	6.0
3515	45	95	6.0
3516	45	96	6.0
3517	45	97	7.0
3518	45	98	9.0
3519	45	99	9.0
3520	46	47	6.0
3521	46	48	6.0
3522	46	49	0.0
3523	46	50	6.0
3524	46	51	6.0
3525	46	52	7.0
3526	46	53	6.0
3527	46	54	4.0
3528	46	55	4.0
3529	46	56	6.0
3530	46	57	6.0
3531	46	58	6.0
3532	46	59	6.0
3533	46	60	6.0
3534	46	61	6.0
3535	46	62	6.0
3536	46	63	0.0
3537	46	64	6.0
3538	46	65	7.0
3539	46	66	6.0
3540	46	67	6.0
3541	46	68	6.0
3542	46	69	6.0
3543	46	70	6.0
3544	46	71	7.0
3545	46	72	6.0
3546	46	73	7.0
3547	46	74	7.0
3548	46	75	6.0
3549	46	76	6.0
3550	46	77	6.0
3551	46	78	6.0
3552	46	79	6.0
3553	46	80	0.0
3554	46	81	6.0
3555	46	82	7.0
3556	46	83	7.0
3557	46	84	6.0
3558	46	85	6.0
3559	46	86	6.0
3560	46	87	6.0
3561	46	88	7.0
3562	46	89	6.0
3563	46	90	6.0
3564	46	91	6.0
3565	46	92	6.0
3566	46	93	6.0
3567	46	94	6.0
3568	46	95	6.0
3569	46	96	6.0
3570	46	97	7.0
3571	46	98	9.0
3572	46	99	9.0
3573	47	48	0.0
3574	47	49	6.0
3575	47	50	0.0
3576	47	51	0.0
3577	47	52	3.0
3578	47	53	0.0
3579	47	54	7.0
3580	47	55	7.0
3581	47	56	0.0
3582	47	57	0.0
3583	47	58	0.0
3584	47	59	0.0
3585	47	60	0.0
3586	47	61	0.0
3587	47	62	0.0
3588	47	63	6.0
3589	47	64	0.0
3590	47	65	3.0
3591	47	66	0.0
3592	47	67	0.0
3593	47	68	0.0
3594	47	69	0.0
3595	47	70	0.0
3596	47	71	3.0
3597	47	72	0.0
3598	47	73	3.0
3599	47	74	3.0
3600	47	75	0.0
3601	47	76	0.0
3602	47	77	0.0
3603	47	78	0.0
3604	47	79	0.0
3605	47	80	6.0
3606	47	81	0.0
3607	47	82	3.0
3608	47	83	3.0
3609	47	84	0.0
3610	47	85	0.0
3611	47	86	0.0
3612	47	87	0.0
3613	47	88	3.0
3614	47	89	0.0
3615	47	90	0.0
3616	47	91	0.0
3617	47	92	0.0
3618	47	93	0.0
3619	47	94	0.0
3620	47	95	0.0
3621	47	96	0.0
3622	47	97	3.0
3623	47	98	6.0
3624	47	99	6.0
3625	48	49	6.0
3626	48	50	0.0
3627	48	51	0.0
3628	48	52	3.0
3629	48	53	0.0
3630	48	54	7.0
3631	48	55	7.0
3632	48	56	0.0
3633	48	57	0.0
3634	48	58	0.0
3635	48	59	0.0
3636	48	60	0.0
3637	48	61	0.0
3638	48	62	0.0
3639	48	63	6.0
3640	48	64	0.0
3641	48	65	3.0
3642	48	66	0.0
3643	48	67	0.0
3644	48	68	0.0
3645	48	69	0.0
3646	48	70	0.0
3647	48	71	3.0
3648	48	72	0.0
3649	48	73	3.0
3650	48	74	3.0
3651	48	75	0.0
3652	48	76	0.0
3653	48	77	0.0
3654	48	78	0.0
3655	48	79	0.0
3656	48	80	6.0
3657	48	81	0.0
3658	48	82	3.0
3659	48	83	3.0
3660	48	84	0.0
3661	48	85	0.0
3662	48	86	0.0
3663	48	87	0.0
3664	48	88	3.0
3665	48	89	0.0
3666	48	90	0.0
3667	48	91	0.0
3668	48	92	0.0
3669	48	93	0.0
3670	48	94	0.0
3671	48	95	0.0
3672	48	96	0.0
3673	48	97	3.0
3674	48	98	6.0
3675	48	99	6.0
3676	49	50	6.0
3677	49	51	6.0
3678	49	52	7.0
3679	49	53	6.0
3680	49	54	4.0
3681	49	55	4.0
3682	49	56	6.0
3683	49	57	6.0
3684	49	58	6.0
3685	49	59	6.0
3686	49	60	6.0
3687	49	61	6.0
3688	49	62	6.0
3689	49	63	0.0
3690	49	64	6.0
3691	49	65	7.0
3692	49	66	6.0
3693	49	67	6.0
3694	49	68	6.0
3695	49	69	6.0
3696	49	70	6.0
3697	49	71	7.0
3698	49	72	6.0
3699	49	73	7.0
3700	49	74	7.0
3701	49	75	6.0
3702	49	76	6.0
3703	49	77	6.0
3704	49	78	6.0
3705	49	79	6.0
3706	49	80	0.0
3707	49	81	6.0
3708	49	82	7.0
3709	49	83	7.0
3710	49	84	6.0
3711	49	85	6.0
3712	49	86	6.0
3713	49	87	6.0
3714	49	88	7.0
3715	49	89	6.0
3716	49	90	6.0
3717	49	91	6.0
3718	49	92	6.0
3719	49	93	6.0
3720	49	94	6.0
3721	49	95	6.0
3722	49	96	6.0
3723	49	97	7.0
3724	49	98	9.0
3725	49	99	9.0
3726	50	51	0.0
3727	50	52	3.0
3728	50	53	0.0
3729	50	54	7.0
3730	50	55	7.0
3731	50	56	0.0
3732	50	57	0.0
3733	50	58	0.0
3734	50	59	0.0
3735	50	60	0.0
3736	50	61	0.0
3737	50	62	0.0
3738	50	63	6.0
3739	50	64	0.0
3740	50	65	3.0
3741	50	66	0.0
3742	50	67	0.0
3743	50	68	0.0
3744	50	69	0.0
3745	50	70	0.0
3746	50	71	3.0
3747	50	72	0.0
3748	50	73	3.0
3749	50	74	3.0
3750	50	75	0.0
3751	50	76	0.0
3752	50	77	0.0
3753	50	78	0.0
3754	50	79	0.0
3755	50	80	6.0
3756	50	81	0.0
3757	50	82	3.0
3758	50	83	3.0
3759	50	84	0.0
3760	50	85	0.0
3761	50	86	0.0
3762	50	87	0.0
3763	50	88	3.0
3764	50	89	0.0
3765	50	90	0.0
3766	50	91	0.0
3767	50	92	0.0
3768	50	93	0.0
3769	50	94	0.0
3770	50	95	0.0
3771	50	96	0.0
3772	50	97	3.0
3773	50	98	6.0
3774	50	99	6.0
3775	51	52	3.0
3776	51	53	0.0
3777	51	54	7.0
3778	51	55	7.0
3779	51	56	0.0
3780	51	57	0.0
3781	51	58	0.0
3782	51	59	0.0
3783	51	60	0.0
3784	51	61	0.0
3785	51	62	0.0
3786	51	63	6.0
3787	51	64	0.0
3788	51	65	3.0
3789	51	66	0.0
3790	51	67	0.0
3791	51	68	0.0
3792	51	69	0.0
3793	51	70	0.0
3794	51	71	3.0
3795	51	72	0.0
3796	51	73	3.0
3797	51	74	3.0
3798	51	75	0.0
3799	51	76	0.0
3800	51	77	0.0
3801	51	78	0.0
3802	51	79	0.0
3803	51	80	6.0
3804	51	81	0.0
3805	51	82	3.0
3806	51	83	3.0
3807	51	84	0.0
3808	51	85	0.0
3809	51	86	0.0
3810	51	87	0.0
3811	51	88	3.0
3812	51	89	0.0
3813	51	90	0.0
3814	51	91	0.0
3815	51	92	0.0
3816	51	93	0.0
3817	51	94	0.0
3818	51	95	0.0
3819	51	96	0.0
3820	51	97	3.0
3821	51	98	6.0
3822	51	99	6.0
3823	52	53	3.0
3824	52	54	7.0
3825	52	55	7.0
3826	52	56	3.0
3827	52	57	3.0
3828	52	58	3.0
3829	52	59	3.0
3830	52	60	3.0
3831	52	61	3.0
3832	52	62	3.0
3833	52	63	7.0
3834	52	64	3.0
3835	52	65	0.0
3836	52	66	3.0
3837	52	67	3.0
3838	52	68	3.0
3839	52	69	3.0
3840	52	70	3.0
3841	52	71	0.0
3842	52	72	3.0
3843	52	73	0.0
3844	52	74	0.0
3845	52	75	3.0
3846	52	76	3.0
3847	52	77	3.0
3848	52	78	3.0
3849	52	79	3.0
3850	52	80	7.0
3851	52	81	3.0
3852	52	82	0.0
3853	52	83	0.0
3854	52	84	3.0
3855	52	85	3.0
3856	52	86	3.0
3857	52	87	3.0
3858	52	88	0.0
3859	52	89	3.0
3860	52	90	3.0
3861	52	91	3.0
3862	52	92	3.0
3863	52	93	3.0
3864	52	94	3.0
3865	52	95	3.0
3866	52	96	3.0
3867	52	97	0.0
3868	52	98	3.0
3869	52	99	3.0
3870	53	54	7.0
3871	53	55	7.0
3872	53	56	0.0
3873	53	57	0.0
3874	53	58	0.0
3875	53	59	0.0
3876	53	60	0.0
3877	53	61	0.0
3878	53	62	0.0
3879	53	63	6.0
3880	53	64	0.0
3881	53	65	3.0
3882	53	66	0.0
3883	53	67	0.0
3884	53	68	0.0
3885	53	69	0.0
3886	53	70	0.0
3887	53	71	3.0
3888	53	72	0.0
3889	53	73	3.0
3890	53	74	3.0
3891	53	75	0.0
3892	53	76	0.0
3893	53	77	0.0
3894	53	78	0.0
3895	53	79	0.0
3896	53	80	6.0
3897	53	81	0.0
