Bootstrap rep 1 (of 100) 
random seed = 114550
gen	best_like	time	optPrecision
920	-1453.727041	10	0.5
930	-1453.727041	10	0.5
940	-1453.727041	10	0.5
950	-1453.727041	10	0.5
960	-1453.696053	10	0.5
970	-1453.690378	10	0.5
980	-1453.676702	10	0.5
990	-1453.669553	10	0.5
1000	-1453.639191	10	0.5
1010	-1453.629018	10	0.255
1020	-1453.629018	10	0.255
1030	-1453.629018	10	0.255
1040	-1453.62901	10	0.255
1050	-1453.62901	10	0.255
1060	-1453.624167	10	0.255
1070	-1453.624167	10	0.255
1080	-1453.602178	10	0.255
1090	-1453.602178	10	0.255
1100	-1453.602178	10	0.255
1110	-1453.590456	10	0.255
1120	-1453.590456	10	0.255
1130	-1453.588305	10	0.255
1140	-1453.588305	10	0.255
1150	-1453.588305	10	0.255
1160	-1453.588258	10	0.255
1170	-1453.588258	10	0.255
1180	-1453.586864	10	0.255
1190	-1453.586154	10	0.255
1200	-1453.580612	10	0.255
1210	-1453.580612	10	0.255
1220	-1453.567235	10	0.255
1230	-1453.5465	10	0.255
1240	-1453.545699	10	0.255
1250	-1453.545699	10	0.255
1260	-1453.543311	10	0.255
1270	-1453.536797	10	0.255
1280	-1453.521874	10	0.255
1290	-1453.517274	10	0.255
1300	-1453.514555	10	0.255
1310	-1453.496919	10	0.255
1320	-1453.481511	10	0.255
1330	-1453.481511	10	0.255
1340	-1453.481511	10	0.255
1350	-1453.481511	10	0.255
1360	-1453.481511	10	0.255
1370	-1453.481511	10	0.255
1380	-1453.480089	10	0.255
1390	-1453.476054	10	0.255
1400	-1453.457983	10	0.255
1410	-1453.45651	10	0.255
1420	-1453.454073	10	0.255
1430	-1453.454073	10	0.255
1440	-1453.447343	10	0.255
1450	-1453.444642	10	0.255
1460	-1453.444642	10	0.255
1470	-1453.440731	10	0.255
1480	-1453.435463	10	0.255
1490	-1453.435463	10	0.255
1500	-1453.435463	10	0.255
1510	-1453.263613	11	0.01
1520	-1453.263613	11	0.01
1530	-1453.263613	11	0.01
1540	-1453.251838	11	0.01
1550	-1453.239155	11	0.01
1560	-1453.239155	11	0.01
1570	-1453.237741	11	0.01
1580	-1453.237741	11	0.01
1590	-1453.237741	11	0.01
1600	-1453.236095	11	0.01
1610	-1453.236095	11	0.01
1620	-1453.236095	11	0.01
1630	-1453.233953	11	0.01
1640	-1453.231357	11	0.01
1650	-1453.231357	11	0.01
1660	-1453.231357	11	0.01
1670	-1453.222976	11	0.01
1680	-1453.222976	11	0.01
1690	-1453.222976	11	0.01
1700	-1453.222976	11	0.01
1710	-1453.222976	11	0.01
1720	-1453.221434	11	0.01
1730	-1453.221434	11	0.01
1740	-1453.219892	11	0.01
1750	-1453.219892	11	0.01
1760	-1453.219892	11	0.01
1770	-1453.219892	11	0.01
1780	-1453.219697	11	0.01
1790	-1453.219697	11	0.01
1800	-1453.217854	11	0.01
1810	-1453.217854	11	0.01
1820	-1453.217816	11	0.01
1830	-1453.21032	11	0.01
1840	-1453.21032	11	0.01
1850	-1453.207212	11	0.01
1860	-1453.204109	11	0.01
1870	-1453.203682	11	0.01
1880	-1453.203682	11	0.01
1890	-1453.203682	11	0.01
1900	-1453.203682	11	0.01
1910	-1453.198294	11	0.01
