Search rep 1 (of 10)
random seed = 434024
gen	best_like	time	optPrecision
5810	-1374.079479	13	0.01
5820	-1374.079479	13	0.01
5830	-1374.076608	13	0.01
5840	-1374.076608	13	0.01
5850	-1374.076608	13	0.01
5860	-1374.076608	13	0.01
5870	-1374.076608	13	0.01
5880	-1374.076416	13	0.01
5890	-1374.076416	13	0.01
5900	-1374.076416	13	0.01
5910	-1374.074786	14	0.01
5920	-1374.074786	14	0.01
5930	-1374.074786	14	0.01
5940	-1374.074786	14	0.01
5950	-1374.074786	14	0.01
5960	-1374.074786	14	0.01
5970	-1374.074503	14	0.01
5980	-1374.074503	14	0.01
5990	-1374.049485	14	0.01
6000	-1374.049485	14	0.01
6010	-1374.049485	14	0.01
6020	-1374.049485	14	0.01
6030	-1374.049485	14	0.01
6040	-1374.045991	14	0.01
6050	-1374.045991	14	0.01
6060	-1374.045613	14	0.01
6070	-1374.045613	14	0.01
6080	-1374.045613	14	0.01
6090	-1374.045613	14	0.01
6100	-1374.045471	14	0.01
6110	-1374.045471	14	0.01
6120	-1374.045471	14	0.01
6130	-1374.045471	14	0.01
6140	-1374.044132	14	0.01
6150	-1374.044132	14	0.01
6160	-1374.044132	14	0.01
6170	-1374.04411	14	0.01
6180	-1374.04411	14	0.01
6190	-1374.020443	14	0.01
6200	-1374.020443	14	0.01
6210	-1374.009874	14	0.01
6220	-1374.006749	14	0.01
6230	-1374.006366	14	0.01
6240	-1374.00329	14	0.01
6250	-1374.000764	14	0.01
6260	-1374.00017	14	0.01
6270	-1373.999699	14	0.01
6280	-1373.999699	14	0.01
6290	-1373.99878	14	0.01
6300	-1373.99878	14	0.01
6310	-1373.99878	15	0.01
6320	-1373.99878	15	0.01
6330	-1373.99878	15	0.01
6340	-1373.99878	15	0.01
6350	-1373.997227	15	0.01
6360	-1373.997227	15	0.01
6370	-1373.99306	15	0.01
6380	-1373.991968	15	0.01
6390	-1373.991968	15	0.01
6400	-1373.991138	15	0.01
6410	-1373.986205	15	0.01
6420	-1373.985901	15	0.01
6430	-1373.985901	15	0.01
6440	-1373.985223	15	0.01
6450	-1373.985223	15	0.01
6460	-1373.985223	15	0.01
6470	-1373.985223	15	0.01
6480	-1373.983693	15	0.01
6490	-1373.983693	15	0.01
6500	-1373.983693	15	0.01
6510	-1373.983693	15	0.01
6520	-1373.983693	15	0.01
6530	-1373.983691	15	0.01
6540	-1373.983048	15	0.01
6550	-1373.980835	15	0.01
6560	-1373.980835	15	0.01
6570	-1373.978604	15	0.01
6580	-1373.939138	15	0.01
6590	-1373.939138	15	0.01
6600	-1373.939138	15	0.01
6610	-1373.939138	15	0.01
6620	-1373.895635	15	0.01
6630	-1373.895635	15	0.01
6640	-1373.895564	15	0.01
6650	-1373.86248	15	0.01
6660	-1373.861508	15	0.01
6670	-1373.804335	15	0.01
6680	-1373.79458	15	0.01
6690	-1373.793863	15	0.01
6700	-1373.788545	15	0.01
6710	-1373.786689	15	0.01
6720	-1373.765515	15	0.01
6730	-1373.765515	16	0.01
6740	-1373.729017	16	0.01
6750	-1373.726568	16	0.01
6760	-1373.660242	16	0.01
6770	-1373.598703	16	0.01
6780	-1373.598703	16	0.01
6790	-1373.57928	16	0.01
6800	-1373.549536	16	0.01
6810	-1373.54914	16	0.01
6820	-1373.506989	16	0.01
6830	-1373.506989	16	0.01
6840	-1373.50375	16	0.01
6850	-1373.451218	16	0.01
6860	-1373.446064	16	0.01
6870	-1373.446064	16	0.01
6880	-1373.446064	16	0.01
6890	-1373.42877	16	0.01
6900	-1373.399386	16	0.01
6910	-1373.381669	16	0.01
6920	-1373.354098	16	0.01
6930	-1373.261198	16	0.01
6940	-1373.241505	16	0.01
6950	-1373.217022	16	0.01
6960	-1373.196865	16	0.01
6970	-1373.193948	16	0.01
6980	-1373.193948	16	0.01
6990	-1373.193769	16	0.01
7000	-1373.193764	16	0.01
7010	-1373.193764	16	0.01
7020	-1373.080865	16	0.01
7030	-1373.058468	16	0.01
7040	-1373.039563	16	0.01
7050	-1373.037113	16	0.01
7060	-1373.036452	16	0.01
7070	-1373.027311	16	0.01
7080	-1372.994801	16	0.01
7090	-1372.994801	16	0.01
7100	-1372.994801	16	0.01
7110	-1372.994801	16	0.01
7120	-1372.965281	16	0.01
7130	-1372.965281	16	0.01
7140	-1372.917662	16	0.01
7150	-1372.915636	16	0.01
7160	-1372.915636	16	0.01
7170	-1372.912265	16	0.01
7180	-1372.912265	16	0.01
7190	-1372.912265	17	0.01
7200	-1372.801383	17	0.01
7210	-1372.793465	17	0.01
7220	-1372.7335	17	0.01
7230	-1372.697469	17	0.01
7240	-1372.685822	17	0.01
7250	-1372.607349	17	0.01
7260	-1372.578306	17	0.01
7270	-1372.569816	17	0.01
7280	-1372.566035	17	0.01
7290	-1372.559909	17	0.01
7300	-1372.45811	17	0.01
7310	-1372.454545	17	0.01
7320	-1372.448504	17	0.01
7330	-1372.448456	17	0.01
7340	-1372.440105	17	0.01
7350	-1372.420539	17	0.01
7360	-1372.419999	17	0.01
7370	-1372.419178	17	0.01
7380	-1372.417928	17	0.01
7390	-1372.360196	17	0.01
7400	-1372.360196	17	0.01
7410	-1372.360196	17	0.01
7420	-1372.360196	17	0.01
